ASM_name	total_isoforms	total_exons	total_read_count_group_1	total_read_count_group_2	iso_p_value	TruePsi_Total10	Turbo_Pmin_JC_c01	majiq_Postmax_p01	leafcutter_p_value	jum_p_value	Type	IsoMajorPsiGroup1	IsoMajorPsiGroup2	TurboMajorPsiGroup1	TurboMajorPsiGroup2	FluxPsiG1	FluxPsiG2	majiqPsiG1	majiqPsiG2	RegP	TotalCountG1	TotalCountG2
ASM5935	6	11	53525	124296	1	NA	1	1.60E-18	NA	0.0476	NA	0.726925715	0.727829745	0.999333333	1	NA	NA	1	1	NA	4.333333333	5
ASM5936	2	4	478	463	0.455959802	NA	1	4.97E-05	NA	NA	ASS	0.999256944	0.979678448	1	0.978	NA	NA	0.994	0.971	0.865046676	44.33333333	56.33333333
ASM5937	2	3	485	431	0.195954129	NA	0.076	0.0884	NA	NA	SE	0.993901839	0.91386838	1	0.931333333	NA	NA	0.996	0.921	0.99999486	44.33333333	56.33333333
ASM5938	2	3	605	475	0.749378256	NA	1	5.08E-05	NA	NA	SE	0.983904764	0.994779075	0.986333333	1	NA	NA	0.98	0.994	0.865046676	44.33333333	56.33333333
ASM5939	3	8	10402	7995	1	0.124229155	NA	1.60E-18	0.0909	0.0197	NA	0.452164155	0.458518278	NA	NA	0.704342273	0.828571429	0.996	0.998	0.122041999	15	23.66666667
ASM5940	6	15	693	963	0.119036694	NA	4.36E-05	NA	NA	0.266	NA	0.354963865	0.495520488	0.547833333	0.8215	NA	NA	NA	NA	NA	5.666666667	5
ASM5941	9	8	1055	1522	0.251394726	NA	0.191	0.108	NA	0.115	NA	0.494589405	0.669488715	0.776	0.837333333	NA	NA	0.899	0.894	NA	3.333333333	2
ASM5942	5	12	7670	6966	0.567919666	0.105255106	NA	NA	NA	0.0324	NA	0.385384484	0.391631074	NA	NA	0.388997114	0.491947611	NA	NA	0.000253682	141.3333333	159.6666667
ASM5943	16	34	9370	10827	0.589669687	NA	0.733	0.258	0.0508	0.0259	NA	0.256224418	0.278857761	0.966333333	0.964222222	NA	NA	0.999	0.999	NA	2.333333333	4
ASM5944	6	22	14956	558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1.666666667
ASM5945	3	5	5747	7041	0.907217068	0.020380485	0.498	2.51E-05	0.248	0.0365	NA	0.896694693	0.944238756	0.896	0.873666667	0.894575377	0.914955862	0.929	0.91	0.041085921	605	544.6666667
ASM5946	7	10	4930	6064	0.633993772	0.020917181	0.133	0.0266	0.0688	0.0177	NA	0.76469287	0.743157559	0.688833333	0.677166667	0.454538633	0.453966519	0.983	0.989	0.185773417	604.6666667	543.6666667
ASM5947	2	6	7551	9022	0.739900046	NA	NA	0.0266	0.0688	0.0177	NA	0.997304807	0.99762212	NA	NA	NA	NA	0.929	0.91	0.922771592	61.66666667	56
ASM5948	2	4	576	586	1	NA	NA	NA	0.531	0.0227	NA	0.540507668	0.543488888	NA	NA	NA	NA	NA	NA	NA	1	1.666666667
ASM5949	12	16	6056	5007	0.897285432	NA	0.0566	0.0351	0.326	0.114	NA	0.520397516	0.511548525	0.873285714	0.872571429	NA	NA	0.997	0.99	NA	0	0
ASM5950	7	11	1039	2935	0.056339564	0.038188883	0.0579	0.123	NA	0.125	NA	0.312743613	0.3275509	0.957666667	0.951916667	0.924957265	0.963146148	0.993	0.997	0.182508571	72.66666667	27
ASM5951	4	7	6271	4951	0.521661552	0.086621194	NA	0.0126	NA	0.0257	NA	0.582582115	0.557069165	NA	NA	0.819119864	0.736158153	0.999	0.998	0.004962761	95.33333333	127
ASM5952	5	17	14110	8076	0.619470028	NA	NA	0.00626	NA	0.319	NA	0.771615902	0.721740332	NA	NA	NA	NA	0.999	0.998	NA	0.333333333	0
ASM5953	4	6	1779	1469	0.015518339	NA	NA	0.962	NA	0.0694	NA	0.569068296	0.576901026	NA	NA	NA	NA	0.721	0.908	0.027932381	14	31
ASM5954	2	3	344	426	0.764032057	0.00617284	1	2.06E-05	NA	NA	SE	0.984583122	0.991320251	1	0.992333333	0.981481481	0.975308642	0.995	0.996	0.731596486	54.66666667	36.66666667
ASM5955	3	9	3012	4936	0.067764959	0.018518519	NA	1.09E-05	NA	NA	NA	0.543388072	0.721624902	NA	NA	1	0.981481481	0.995	0.997	0.999995569	54	36.66666667
ASM5956	2	4	198	394	0.317174861	NA	NA	NA	NA	NA	NA	0.594970209	0.461111302	NA	NA	NA	NA	NA	NA	NA	6	3
ASM5957	12	35	10557	5907	0.05641948	0	0.397	0.905	0.209	0.0554	NA	0.336071036	0.319854664	0.907666667	0.8365	1	1	0.998	0.996	0.999995677	8.333333333	13
ASM5958	17	44	14801	16406	0.053398756	NA	0.00487	0.0891	0.0163	0.0239	NA	0.469590298	0.518104247	0.701833333	0.777166667	NA	NA	0.999	0.999	NA	4.666666667	14
ASM5959	2	4	2688	1714	1	NA	NA	NA	NA	NA	NA	0.991223685	0.993703647	NA	NA	NA	NA	NA	NA	0.999996416	180	301.6666667
ASM5960	4	11	3366	5430	0.302547176	0.003241974	1	0.00447	0.843	0.0279	NA	0.806642921	0.788103574	0.763666667	0.760333333	0.795375017	0.795827173	0.989	0.999	0.398993906	241	167.6666667
ASM5961	5	11	3034	3068	1.39E-06	0.094760533	NA	0.976	NA	NA	NA	0.687783928	0.741984402	NA	NA	0.532849858	0.627610391	0.996	0.997	0.020139966	96.66666667	100.6666667
ASM5962	2	13	12082	8387	0.742278755	0.01507465	NA	3.18E-05	NA	0.101	NA	0.921561405	0.930147642	NA	NA	0.920768721	0.905694071	0.947	0.955	0.346862547	162	248
ASM5963	8	9	3876	3734	0.721396513	0.018048192	0.447	0.00353	0.551	0.192	NA	0.903463564	0.849943634	0.916	0.942	0.914573269	0.932621461	0.999	0.999	0.237944144	188.3333333	202.3333333
ASM5964	2	4	863	1375	0.925348617	NA	1	0.000214	NA	NA	ASS	0.932810481	0.939304449	0.984666667	0.993333333	NA	NA	0.958	0.98	0.832831077	76.33333333	53.66666667
ASM5965	2	8	4013	5456	0.508304256	NA	NA	1.39E-12	NA	NA	NA	0.715965795	0.777447202	NA	NA	NA	NA	0.998	0.999	0.999992673	149.6666667	118.3333333
ASM5966	2	5	2062	2881	0.799417053	NA	NA	NA	NA	NA	NA	0.978212183	0.967181367	NA	NA	NA	NA	NA	NA	0.550297101	149	118.3333333
ASM5967	2	3	5754	4161	0.102504066	0.025492066	0.86	3.21E-12	NA	0.163	NA	0.993542269	0.974218005	0.994666667	0.975666667	0.99312557	0.967633503	0.994	0.974	5.43E-06	348	536.6666667
ASM5968	8	15	18364	22603	0.554783748	NA	1	1.60E-18	NA	0.05	NA	0.511931386	0.507798377	0.992	0.996666667	NA	NA	1	1	NA	3.666666667	2.666666667
ASM5969	11	19	51676	67681	8.44E-09	0.003448459	NA	0.0682	0.00337	0.00798	NA	0.531079395	0.464999657	NA	NA	0.989756367	0.993204825	0.493	0.511	0.238194369	642	650
ASM5970	3	15	1598	1538	0.477093713	NA	NA	7.20E-05	NA	NA	NA	0.707573066	0.61172802	NA	NA	NA	NA	0.991	0.988	0.21640657	24.66666667	32.66666667
ASM5971	2	3	321	274	0.787472402	NA	0.575	0.028	NA	NA	SE	0.909839558	0.848157651	0.913333333	0.863666667	NA	NA	0.888	0.826	0.21640657	24.66666667	32.66666667
ASM5972	2	5	975	696	0.058456098	0.06429636	NA	1.33E-05	NA	NA	NA	0.693790388	0.908109502	NA	NA	0.855436081	0.919732441	0.992	0.991	0.21640657	24.66666667	32.66666667
ASM5973	4	6	2866	2985	0.69650923	0.024405967	NA	4.48E-05	NA	0.207	NA	0.975923884	0.966063035	NA	NA	0.954602607	0.9360463	0.95	0.94	0.008939504	257.3333333	270
ASM5974	6	20	13855	11990	0.147879272	NA	1	0.207	NA	0.0992	NA	0.790839403	0.769741407	0.990333333	0.986666667	NA	NA	0.988	0.983	NA	7.333333333	9.666666667
ASM5975	6	14	12399	7902	5.03E-09	0.455908504	0	1	0.029	0.0459	NA	0.799048274	0.560037091	0.982166667	0.74	0.968715849	0.512807345	0.998	0.997	1.08E-23	67	117.3333333
ASM5976	6	18	2156	3462	0.743147312	0	0.0014	0.236	0.0536	0.0354	NA	0.55390065	0.543982809	0.745833333	0.657666667	1	1	0.965	0.972	0.999996501	45	26.66666667
ASM5977	11	25	1240	640	0.739204557	NA	0.322	0.0163	NA	0.138	NA	0.565455839	0.6886513	0.940666667	0.8155	NA	NA	0.889	0.934	NA	0	1
ASM5978	5	8	28732	17809	0.428633026	0.047105498	0.727	0.0766	0.541	0.0375	NA	0.613512042	0.595404415	0.617	0.59	0.664556526	0.618328957	0.995	0.945	0.042067061	195	342
ASM5979	3	6	23	8	0.389799737	NA	NA	NA	NA	NA	NA	0.495273078	0.489448311	NA	NA	NA	NA	NA	NA	NA	0	0
ASM5980	11	22	8266	8455	0.311190071	NA	0.083	0.268	0.139	0.0273	NA	0.520406766	0.497511381	0.654555556	0.632444444	NA	NA	0.999	0.999	NA	0	0
ASM5981	2	3	462	495	0.045672347	0.004454203	0.0773	0.869	0.231	0.0927	SE	0.704624367	0.579055556	0.713666667	0.571666667	0.716342285	0.711888082	0.786	0.522	0.937060144	42.66666667	43.33333333
ASM5982	8	10	2585	3412	0.588595089	0.074254419	0.05	0.0102	NA	NA	NA	0.843937465	0.844904791	0.993666667	0.954666667	0.961794872	0.887540453	0.997	0.997	0.002958645	101	77.66666667
ASM5983	17	24	19692	20421	0.377214393	NA	0.239	0.0612	0.0196	0.0174	NA	0.662869139	0.701808127	0.941666667	0.947666667	NA	NA	0.999	0.998	NA	5.333333333	8.666666667
ASM5984	2	3	58	112	0.165039824	NA	NA	NA	NA	NA	NA	0.56404764	0.93230638	NA	NA	NA	NA	NA	NA	NA	8.666666667	5.666666667
ASM5985	13	21	2396	1912	0.050259632	0.053030303	0.000205	0.836	0.00184	0.036	NA	0.376804933	0.414329191	0.837555556	0.786777778	0.759259259	0.777356902	0.941	0.874	0.514052872	9.333333333	13
ASM5986	8	10	4286	4795	0.460590772	0.054684472	0.826	0.00861	0.124	0.0339	NA	0.388138622	0.464512848	0.933111111	0.947	0.414389169	0.359704697	0.949	0.958	0.019810755	307.6666667	272
ASM5987	2	3	1265	1229	0.32904027	NA	1	1.67E-08	NA	NA	SE	0.990625228	0.9994328	0.99	1	NA	NA	0.989	0.998	0.991884124	107.6666667	122
ASM5988	2	3	1686	1702	0.318476276	0.003389854	0.163	0.0341	0.345	0.175	SE	0.925134122	0.866862009	0.916	0.863333333	0.8821456	0.885535454	0.906	0.854	0.904471742	107.6666667	122
ASM5989	2	3	92	740	0.365464476	0.027842854	1	0.000142	NA	0.27	SE	0.998063648	0.980108698	1	0.980333333	0.948245614	0.976088468	0.985	0.989	0.222892039	114.3333333	19
ASM5990	5	8	5164	4274	0.122848416	0.087919213	NA	0.161	NA	0.0462	NA	0.681463069	0.821533681	NA	NA	0.764315541	0.852234754	0.932	0.965	0.029199094	56.33333333	82
ASM5991	6	10	6632	6082	0.258802284	0.021489872	NA	0.00545	NA	0.0449	NA	0.914920713	0.946496676	NA	NA	0.931475507	0.952965379	0.989	0.998	0.158093961	148.6666667	175
ASM5992	12	32	9233	6755	1.93E-05	NA	2.51E-11	0.612	0.0814	0.0513	NA	0.374955521	0.378041902	0.763	0.6686	NA	NA	0.975	0.998	NA	6	9.333333333
ASM5993	9	27	27973	28166	0.985007443	NA	0.0823	0.109	0.279	0.0763	NA	0.40418196	0.412896494	0.8455	0.856166667	NA	NA	0.997	0.998	NA	1.666666667	4.666666667
ASM5994	2	3	152	353	0.082301882	NA	NA	0.0133	0.692	0.314	NA	0.887739618	0.640261356	NA	NA	NA	NA	0.709	0.731	0.895821502	65.33333333	37.66666667
ASM5995	2	8	5298	10638	0.512172597	0	NA	NA	NA	NA	NA	0.727529816	0.653175595	NA	NA	1	1	NA	NA	0.999996256	65.33333333	37.66666667
ASM5996	8	25	10663	11217	NA	0.0570332	0.941	0.00066	0.446	0.0811	NA	NA	NA	0.929333333	0.916	0.822870521	0.879903722	0.962	0.97	0.003400385	221.3333333	235
ASM5997	3	13	16585	14724	0.223878085	0.029359638	NA	0.0166	0.841	0.0335	NA	0.613402397	0.666723094	NA	NA	0.61002752	0.634532119	0.65	0.642	0.05003069	127.6666667	156.3333333
ASM5998	6	14	218	493	0.09949455	NA	NA	NA	NA	NA	NA	0.39759372	0.502777828	NA	NA	NA	NA	NA	NA	NA	0	0
ASM5999	3	5	64	1558	0.2573737	0.034626446	0.0172	NA	NA	0.0602	NA	0.972015822	0.804406305	1	0.960333333	0.958333333	0.923706888	NA	NA	0.534982757	214.3333333	8
ASM6000	14	44	43119	42690	0.001485974	0.145312718	0.000436	0.893	0.00277	0.0419	NA	0.325149637	0.439480673	0.803166667	0.750416667	0.373703704	0.362095364	0.969	0.933	0.000164709	96	51.66666667
ASM6001	5	14	2105	2231	0.982129867	NA	1	1.89E-05	NA	NA	NA	0.833287882	0.858890012	0.975333333	0.982666667	NA	NA	0.998	0.986	0.019980097	12.66666667	12.33333333
ASM6002	2	3	1702	1430	0.666691708	NA	1	8.65E-07	NA	NA	SE	0.979062114	0.993160674	0.983666667	0.994	NA	NA	0.976	0.992	0.724811343	91.66666667	127.6666667
ASM6003	2	3	2191	1785	0.298070441	0.002233633	0.146	0.119	0.0664	0.0723	SE	0.774329647	0.715290613	0.773666667	0.703666667	0.766579041	0.768812674	0.777	0.687	0.928511951	116.6666667	162.3333333
ASM6004	3	8	4700	6092	0.314371041	NA	0.061	1.85E-05	NA	NA	NA	0.945274128	0.974322911	0.958	0.991	NA	NA	0.991	0.987	0.060118034	183.3333333	158.3333333
ASM6005	5	12	1057	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	15
ASM6006	2	12	3184	5094	0.883874895	NA	NA	NA	NA	NA	NA	0.945760033	0.967183663	NA	NA	NA	NA	NA	NA	0.983131809	54	37.33333333
ASM6007	7	26	2399	4596	0.001822152	0.173881729	0.236	0.8	NA	0.0526	NA	0.636357999	0.466004115	0.808833333	0.7815	0.551809657	0.377927928	0.992	0.995	0.029768454	38	20.66666667
ASM6008	2	3	179	168	0.504159897	NA	NA	NA	NA	NA	NA	0.605148034	0.537375113	NA	NA	NA	NA	NA	NA	0.751222755	12	14
ASM6009	2	4	643	614	0.409002885	NA	NA	NA	NA	NA	NA	0.784104717	0.804392703	NA	NA	NA	NA	NA	NA	0.596525749	12	14
ASM6010	9	21	9818	13488	NA	NA	0.106	0.195	0.256	0.0398	NA	NA	NA	0.668666667	0.576333333	NA	NA	0.999	0.999	0.999997303	15.66666667	23
ASM6011	2	4	1497	1107	0.434362185	0.098133746	0.533	0.173	0.227	0.0985	ASS	0.597494669	0.684882701	0.543	0.615	0.551207729	0.649341475	0.531	0.652	0.029981329	60.66666667	90.66666667
ASM6012	2	6	3281	6758	0.146095197	NA	NA	NA	NA	NA	NA	0.935996889	0.97195847	NA	NA	NA	NA	NA	NA	0.120919532	151.6666667	86.33333333
ASM6013	2	3	665	628	0.102659008	NA	NA	0.00216	NA	0.159	NA	0.999452675	0.964698745	NA	NA	NA	NA	0.886	0.887	NA	8	5
ASM6014	11	20	72183	143977	1	NA	2.65E-07	1.60E-18	0.0118	0.0459	NA	0.760254861	0.772066791	0.782333333	0.966	NA	NA	1	1	NA	8.333333333	6.666666667
ASM6015	5	12	3008	3053	NA	0.017715566	0.258	0.000368	NA	0.0419	NA	NA	NA	0.923333333	0.954	0.936575116	0.954290682	0.913	0.919	0.324138065	109.3333333	116.3333333
ASM6016	3	5	1702	3224	0.959147926	0.014335433	1	6.78E-06	NA	0.0514	NA	0.978849743	0.975653002	0.986333333	0.984666667	0.946412756	0.960748189	0.952	0.963	0.202100302	290	167
ASM6017	2	5	2874	5333	1	0.011895658	NA	NA	NA	NA	NA	0.539245106	0.556144474	NA	NA	0.971545461	0.983441119	NA	NA	0.137760909	283.3333333	162.6666667
ASM6018	3	5	7738	6995	0.903389857	NA	1	1.60E-18	NA	0.0491	NA	0.956724893	0.954392429	1	0.999333333	NA	NA	1	0.999	0.99998355	598	706.6666667
ASM6019	3	8	185	64	0.631336345	NA	NA	NA	NA	NA	NA	0.612132319	0.672126406	NA	NA	NA	NA	NA	NA	NA	1	2
ASM6020	4	11	4691	5716	0.604046028	NA	NA	1.69E-06	NA	NA	NA	0.424981818	0.477817023	NA	NA	NA	NA	0.998	0.998	NA	0	0
ASM6021	2	3	389	246	0.150527093	0.082334236	NA	0.602	NA	0.0505	NA	0.55582802	0.69083662	NA	NA	0.691039241	0.773373477	0.528	0.737	0.102701099	36.66666667	80
ASM6022	7	6	705	381	NA	0.214006511	4.91E-08	0.981	NA	0.167	NA	NA	NA	0.887833333	0.972333333	0.410056017	0.624062528	0.995	0.993	0.000355307	35.66666667	78.66666667
ASM6023	3	5	1486	1988	0.071487765	0.199870339	0.11	0.161	0.193	0.125	NA	0.747119231	0.676038355	0.715333333	0.8325	0.634179172	0.834049511	0.924	0.972	1.82E-07	98	86.66666667
ASM6024	3	4	1371	1582	0.980684637	NA	1	3.61E-07	NA	NA	NA	0.552641199	0.549626324	0.994	0.975333333	NA	NA	0.997	0.998	0.19272715	99	87
ASM6025	3	28	8398	11128	0.580155739	NA	0.0133	0.549	NA	0.106	NA	0.908616126	0.848537554	0.917333333	0.813	NA	NA	0.996	0.997	0.845384927	79.66666667	63.66666667
ASM6026	5	17	5648	4091	0.945444642	0.022119698	0.747	0.0251	0.608	0.0548	NA	0.340562127	0.316595199	0.715	0.681	0.527876522	0.526821005	0.994	0.993	0.427555912	71.66666667	107.6666667
ASM6027	5	20	12585	19594	0.14782892	NA	NA	0.000302	NA	NA	NA	0.789561939	0.786337156	NA	NA	NA	NA	0.95	0.96	0.313733448	94.66666667	69.66666667
ASM6028	2	5	1635	2029	0.720254283	0.006273558	NA	0.0435	0.356	0.121	NA	0.577634061	0.574740264	NA	NA	0.525744878	0.532018436	0.619	0.566	0.875609628	124	107.6666667
ASM6029	3	6	1011	456	0.330019794	NA	NA	NA	NA	NA	NA	0.808333154	0.687525211	NA	NA	NA	NA	NA	NA	0.107395084	9.333333333	16
ASM6030	8	8	12637	12429	0.413897824	0.020551211	NA	0.057	0.146	0.0629	NA	0.450254183	0.408747185	NA	NA	0.638734559	0.623198032	0.996	0.984	0.518605782	62	70.66666667
ASM6031	8	10	2448	4682	0.999974166	0.091852696	1	7.06E-05	0.658	0.097	NA	0.771785447	0.748688992	0.994555556	0.992777778	0.614355427	0.536791061	0.994	0.992	0.115064986	31.66666667	24.66666667
ASM6032	6	17	7560	10496	0.040322553	NA	1	5.35E-09	NA	NA	NA	0.78461396	0.901884022	0.980333333	0.996333333	NA	NA	0.992	0.999	0.219125047	213.3333333	163.3333333
ASM6033	2	3	877	1337	0.206910822	NA	NA	1.11E-06	NA	0.467	NA	0.690520792	0.847214815	NA	NA	NA	NA	0.946	0.988	NA	2.333333333	3
ASM6034	2	4	666	837	0.648354213	NA	NA	0.141	NA	0.129	NA	0.859822554	0.885230011	NA	NA	NA	NA	0.796	0.908	0.148745154	56.66666667	40.66666667
ASM6035	2	5	672	915	0.687871368	0.060942437	NA	NA	NA	NA	NA	0.535326032	0.478761584	NA	NA	0.886169386	0.825226949	NA	NA	0.148745154	56.66666667	40.66666667
ASM6036	5	19	4043	3840	0.108230526	0.038655521	NA	0.0108	NA	NA	NA	0.650972894	0.702228079	NA	NA	0.496091954	0.534747475	0.842	0.881	0.597919922	20.66666667	28
ASM6037	13	20	4396	7302	0.166165512	0.273657166	0.000704	0.24	0.453	0.0553	NA	0.29309799	0.332150761	0.750583333	0.774083333	0.471260684	0.74491785	0.919	0.983	0.027117432	14	14.66666667
ASM6038	5	17	10051	15109	0.875470013	NA	1	1.66E-06	NA	NA	NA	0.939174403	0.95789185	0.988333333	1	NA	NA	0.986	0.999	0.989726003	239	172
ASM6039	10	39	31526	27319	0.437214817	0.184813056	2.43E-06	0.0866	0.313	0.0495	NA	0.399797184	0.322370913	0.9142	0.9332	0.371835386	0.420383538	0.999	0.999	0.00571549	14.66666667	21
ASM6040	3	37	6882	7501	0.425461529	NA	NA	3.67E-05	NA	NA	NA	0.802418099	0.837655391	NA	NA	NA	NA	0.99	0.99	0.991815726	26	24.66666667
ASM6041	2	5	67	81	0.157174951	NA	NA	NA	NA	NA	NA	0.911013251	0.669590891	NA	NA	NA	NA	NA	NA	NA	5	4
ASM6042	2	3	336	734	0.872189587	NA	0.949	0.00556	NA	NA	NA	0.825481645	0.869759616	0.909333333	0.931333333	NA	NA	0.993	0.998	0.209755855	98.66666667	44.66666667
ASM6043	3	9	1388	3391	0.142774132	0.032184622	NA	NA	NA	NA	NA	0.515672458	0.648676789	NA	NA	0.917439988	0.94962461	NA	NA	0.209755855	98.66666667	44.66666667
ASM6044	7	10	13207	12443	0.873650503	NA	0.0935	0.00237	0.129	0.146	NA	0.933124742	0.924152943	0.964333333	0.935333333	NA	NA	0.999	0.999	NA	1	5.333333333
ASM6045	2	5	510	1750	0.45909222	NA	NA	NA	NA	NA	NA	0.893167384	0.877931508	NA	NA	NA	NA	NA	NA	0.470524139	77.33333333	25.33333333
ASM6046	4	9	1250	2408	6.52E-05	0.087297377	NA	0.0102	NA	NA	NA	0.778573998	0.553973224	NA	NA	0.805738706	0.718441329	0.98	0.924	0.227661796	30	22.33333333
ASM6047	10	10	1540	2848	0.029885354	NA	7.20E-10	0.902	0.000467	0.0485	NA	0.369664912	0.440443997	0.753166667	0.928	NA	NA	0.999	0.999	0.689118013	15.66666667	12
ASM6048	10	25	299	282	0.100957733	NA	0.655	NA	NA	NA	NA	0.623168257	0.628613138	0.781	0.816666667	NA	NA	NA	NA	NA	8.666666667	8.333333333
ASM6049	2	10	240	205	0.575932959	NA	NA	NA	NA	NA	NA	0.464591417	0.597853117	NA	NA	NA	NA	NA	NA	NA	0.666666667	2
ASM6050	2	5	3533	3546	0.056094287	NA	NA	NA	NA	NA	NA	0.961148834	0.988617802	NA	NA	NA	NA	NA	NA	NA	0.666666667	2
ASM6051	8	9	9069	4486	1	0.204431863	0.00012	0.753	0.114	0.0201	NA	0.627481203	0.427952419	0.738916667	0.632333333	0.513122144	0.709578191	0.793	0.678	5.36E-09	96	272.3333333
ASM6052	2	3	34	17	0.123367721	NA	NA	NA	NA	NA	SE	0.441500423	0.77676954	NA	NA	NA	NA	NA	NA	NA	2	3
ASM6053	2	6	65	57	0.321978943	NA	NA	NA	NA	NA	NA	0.391891031	0.635490967	NA	NA	NA	NA	NA	NA	NA	2	3
ASM6054	3	5	21336	23523	0.617526754	0.015007096	1	0.008	0.277	0.0252	NA	0.891176311	0.866738484	0.972666667	0.965	0.921181242	0.906174146	0.955	0.94	0.01032784	1564.333333	1551.666667
ASM6055	10	20	20244	21019	0.30567774	0	0.000936	0.00258	0.204	0.036	NA	0.463371294	0.467880316	0.954722222	0.906444444	1	1	0.999	0.999	0.999998596	26.33333333	33.33333333
ASM6056	2	7	57	44	0.810866866	NA	NA	NA	NA	NA	NA	0.509973988	0.505241298	NA	NA	NA	NA	NA	NA	NA	2.333333333	3.333333333
ASM6057	11	15	4591	6261	0.457749079	0.116133036	0.0721	0.156	NA	0.0563	NA	0.662867795	0.707992322	0.949	0.979666667	0.733910534	0.680591955	0.999	0.999	0.003006035	86.66666667	67.66666667
ASM6058	5	9	650	327	0.642115444	0.125028058	NA	0.00388	NA	NA	NA	0.681916561	0.788427951	NA	NA	0.771885522	0.89691358	0.991	0.991	0.03170294	21.66666667	34
ASM6059	2	4	1174	1188	0.28747603	0.006446213	1	8.75E-06	NA	NA	ASS	0.999240897	0.981154848	1	0.978666667	0.994623656	0.988177443	0.995	0.977	0.534028712	59.33333333	63.33333333
ASM6060	2	4	2610	1909	0.089814365	NA	NA	NA	NA	NA	NA	0.840992224	0.831667457	NA	NA	NA	NA	NA	NA	NA	2.333333333	1.333333333
ASM6061	4	12	56	1227	0.889929603	NA	NA	NA	NA	NA	NA	0.400260622	0.327933741	NA	NA	NA	NA	NA	NA	0.999999024	26.66666667	1.666666667
ASM6062	2	5	833	348	0.143843196	NA	NA	NA	NA	0.228	NA	0.665614813	0.541650328	NA	NA	NA	NA	NA	NA	0.220748356	12.66666667	25.33333333
ASM6063	2	8	3669	1565	0.202173685	NA	NA	2.91E-05	NA	NA	NA	0.87291938	0.918541946	NA	NA	NA	NA	0.996	0.992	0.432466148	17	42
ASM6064	2	3	1953	1519	0.55677355	0.003687702	1	1.02E-11	NA	NA	NA	0.984406462	0.997144835	0.984666667	0.997333333	0.996847048	0.993159346	0.998	0.995	0.393075442	146.3333333	212.3333333
ASM6065	19	30	6105	10147	0.066532438	0.02674746	0.0505	0.0133	0.168	0.0304	NA	0.343104839	0.39998962	0.961888889	0.948444444	0.823783359	0.797035899	0.999	0.999	0.783440736	59.66666667	46.33333333
ASM6066	6	20	7929	7622	0.048161878	0	NA	7.56E-05	NA	NA	NA	0.457188913	0.443164267	NA	NA	1	1	0.996	0.996	0.999994993	13	21.33333333
ASM6067	4	6	4748	6006	0.838830289	NA	1	0.0344	NA	0.0207	NA	0.997095945	0.995921433	0.976666667	1	NA	NA	0.986	0.999	0.123681905	97.66666667	99.33333333
ASM6068	3	6	2200	3275	0.773454787	NA	NA	0.0201	NA	NA	NA	0.773858456	0.830949846	NA	NA	NA	NA	0.989	0.994	0.719098753	30.33333333	24.33333333
ASM6069	2	3	834	999	0.317890796	NA	0.916	0.0048	NA	0.148	SE	0.902532559	0.873650972	0.900333333	0.887666667	NA	NA	0.9	0.88	0.299924343	67.66666667	57.66666667
ASM6070	2	4	695	928	0.742123411	NA	0.263	3.41E-08	NA	NA	ASS	0.931713049	0.995463816	0.934	1	NA	NA	0.995	0.996	0.999993914	67.66666667	57.66666667
ASM6071	3	5	647	818	0.18606181	0.02987462	0.429	0.0345	NA	0.122	NA	0.732143315	0.708177673	0.958666667	0.942333333	0.852521415	0.882396035	0.934	0.911	0.362468881	67.66666667	57.66666667
ASM6072	2	4	100102	139631	1	0.000922178	NA	3.91E-138	NA	0.023	NA	0.973438575	0.975947136	NA	NA	0.993942924	0.994865102	0.995	0.995	0.473412916	3051.333333	2342.666667
ASM6073	2	4	154	205	0.248336399	NA	NA	0.0792	NA	NA	NA	0.690561397	0.82989006	NA	NA	NA	NA	0.747	0.866	0.929985206	17.66666667	15.33333333
ASM6074	11	26	8702	9645	0.193018851	NA	0.0136	0.237	0.0557	0.028	NA	0.465365039	0.463915583	0.891833333	0.938833333	NA	NA	0.999	0.999	NA	0	1
ASM6075	20	25	3237	3771	0.004007686	0.169195592	6.77E-05	0.544	0.738	0.0448	NA	0.487364336	0.59465572	0.874714286	0.888380952	0.679743928	0.84893952	0.996	0.998	0.000150948	59.66666667	63
ASM6076	2	8	4085	6287	0.278237929	NA	NA	0.00134	NA	NA	NA	0.924114076	0.949931578	NA	NA	NA	NA	0.979	0.989	0.047698633	151	110
ASM6077	13	21	5461	10797	1.78E-07	0	0.000101	0.16	0.00117	0.0407	NA	0.473796691	0.417891516	0.91875	0.97025	1	1	0.998	0.999	0.999999715	11.33333333	11.66666667
ASM6078	2	4	1409	1122	0.567995749	NA	NA	0.579	NA	0.208	NA	0.80338136	0.838467812	NA	NA	NA	NA	0.763	0.844	0.281017559	36.66666667	49
ASM6079	20	46	10122	13651	0.350503786	0.040918174	0.657	0.0974	0.606	0.0804	NA	0.479614957	0.527448152	0.89425	0.9085	0.903052713	0.92640207	0.997	0.998	0.08719926	51.33333333	46.66666667
ASM6080	7	41	7268	5411	NA	NA	0.00526	0.311	NA	0.0688	NA	NA	NA	0.783	0.908	NA	NA	0.995	0.991	NA	3.666666667	13.33333333
